Date,Crop,Market,Min_Price(₹/Quintal),Max_Price(₹/Quintal),Modal_Price(₹/Quintal)
2024-09-06,Sugarcane,Jamshedpur Mandi,1371,1569,1470
2024-09-06,Cotton,Jamshedpur Mandi,1283,1513,1398
2024-09-06,Barley,Jamshedpur Mandi,2397,2685,2541
2024-09-06,Groundnut,Jamshedpur Mandi,1382,1573,1477
2024-09-06,Mustard,Jamshedpur Mandi,1975,2344,2159
2024-09-06,Soybean,Jamshedpur Mandi,2285,2742,2513
2024-09-06,Pulses,Jamshedpur Mandi,2088,2246,2167
2024-09-06,Potato,Jamshedpur Mandi,2291,2583,2437
2024-09-07,Wheat,Ranchi Mandi,1602,2041,1821
2024-09-07,Rice,Ranchi Mandi,2001,2214,2107
2024-09-07,Maize,Ranchi Mandi,1445,1701,1573
2024-09-07,Bajra,Ranchi Mandi,2408,2668,2538
2024-09-07,Sugarcane,Ranchi Mandi,1641,1804,1722
2024-09-07,Cotton,Ranchi Mandi,2444,2659,2551
2024-09-07,Barley,Ranchi Mandi,1964,2150,2057
2024-09-07,Groundnut,Ranchi Mandi,1356,1537,1446
2024-09-07,Mustard,Ranchi Mandi,1575,1755,1665
2024-09-07,Soybean,Ranchi Mandi,1288,1677,1482
2024-09-07,Pulses,Ranchi Mandi,2392,2750,2571
2024-09-07,Potato,Ranchi Mandi,1215,1410,1312
2024-09-07,Wheat,Dhanbad Mandi,1744,2083,1913
2024-09-07,Rice,Dhanbad Mandi,2399,2855,2627
2024-09-07,Maize,Dhanbad Mandi,2100,2517,2308
2024-09-07,Bajra,Dhanbad Mandi,1386,1795,1590
2024-09-07,Sugarcane,Dhanbad Mandi,1038,1391,1214
2024-09-07,Cotton,Dhanbad Mandi,1801,2008,1904
2024-09-07,Barley,Dhanbad Mandi,1246,1445,1345
2024-09-07,Groundnut,Dhanbad Mandi,1773,2010,1891
2024-09-07,Mustard,Dhanbad Mandi,1705,2005,1855
2024-09-07,Soybean,Dhanbad Mandi,1851,2094,1972
2024-09-07,Pulses,Dhanbad Mandi,2027,2496,2261
2024-09-07,Potato,Dhanbad Mandi,2447,2774,2610
2024-09-07,Wheat,Bokaro Mandi,1909,2123,2016
2024-09-07,Rice,Bokaro Mandi,1299,1628,1463
2024-09-07,Maize,Bokaro Mandi,2114,2595,2354
2024-09-07,Bajra,Bokaro Mandi,1848,2144,1996
2024-09-07,Sugarcane,Bokaro Mandi,2335,2566,2450
2024-09-07,Cotton,Bokaro Mandi,1666,2057,1861
2024-09-07,Barley,Bokaro Mandi,1192,1415,1303
2024-09-07,Groundnut,Bokaro Mandi,1694,1944,1819
2024-09-07,Mustard,Bokaro Mandi,1254,1441,1347
2024-09-07,Soybean,Bokaro Mandi,1166,1445,1305
2024-09-07,Pulses,Bokaro Mandi,1394,1768,1581
2024-09-07,Potato,Bokaro Mandi,2410,2647,2528
2024-09-07,Wheat,Hazaribagh Mandi,1418,1879,1648
2024-09-07,Rice,Hazaribagh Mandi,1441,1673,1557
2024-09-07,Maize,Hazaribagh Mandi,1889,2286,2087
2024-09-07,Bajra,Hazaribagh Mandi,1794,2045,1919
2024-09-07,Sugarcane,Hazaribagh Mandi,2384,2589,2486
2024-09-07,Cotton,Hazaribagh Mandi,1214,1548,1381
2024-09-07,Barley,Hazaribagh Mandi,2175,2492,2333
2024-09-07,Groundnut,Hazaribagh Mandi,1120,1428,1274
2024-09-07,Mustard,Hazaribagh Mandi,2263,2517,2390
2024-09-07,Soybean,Hazaribagh Mandi,2401,2743,2572
2024-09-07,Pulses,Hazaribagh Mandi,1995,2313,2154
2024-09-07,Potato,Hazaribagh Mandi,1803,2248,2025
2024-09-07,Wheat,Jamshedpur Mandi,2426,2867,2646
2024-09-07,Rice,Jamshedpur Mandi,1918,2239,2078
2024-09-07,Maize,Jamshedpur Mandi,1011,1286,1148
2024-09-07,Bajra,Jamshedpur Mandi,1396,1788,1592
2024-09-07,Sugarcane,Jamshedpur Mandi,2044,2385,2214
2024-09-07,Cotton,Jamshedpur Mandi,2396,2768,2582
2024-09-07,Barley,Jamshedpur Mandi,1380,1665,1522
2024-09-07,Groundnut,Jamshedpur Mandi,2232,2532,2382
2024-09-07,Mustard,Jamshedpur Mandi,1523,1969,1746
2024-09-07,Soybean,Jamshedpur Mandi,2274,2741,2507
2024-09-07,Pulses,Jamshedpur Mandi,1754,2248,2001
2024-09-07,Potato,Jamshedpur Mandi,1832,2210,2021
2024-09-08,Wheat,Ranchi Mandi,1123,1448,1285
2024-09-08,Rice,Ranchi Mandi,2005,2473,2239
2024-09-08,Maize,Ranchi Mandi,1273,1500,1386
2024-09-08,Bajra,Ranchi Mandi,2339,2608,2473
2024-09-08,Sugarcane,Ranchi Mandi,1097,1558,1327
2024-09-08,Cotton,Ranchi Mandi,1674,1975,1824
2024-09-08,Barley,Ranchi Mandi,1234,1722,1478
2024-09-08,Groundnut,Ranchi Mandi,1303,1693,1498
2024-09-08,Mustard,Ranchi Mandi,1768,2149,1958
2024-09-08,Soybean,Ranchi Mandi,1522,1863,1692
2024-09-08,Pulses,Ranchi Mandi,1680,1911,1795
2024-09-08,Potato,Ranchi Mandi,1381,1849,1615
2024-09-08,Wheat,Dhanbad Mandi,2118,2281,2199
2024-09-08,Rice,Dhanbad Mandi,2441,2850,2645
2024-09-08,Maize,Dhanbad Mandi,1423,1617,1520
2024-09-08,Bajra,Dhanbad Mandi,1475,1708,1591
2024-09-08,Sugarcane,Dhanbad Mandi,1888,2344,2116
2024-09-08,Cotton,Dhanbad Mandi,1071,1407,1239
2024-09-08,Barley,Dhanbad Mandi,1636,2035,1835
2024-09-08,Groundnut,Dhanbad Mandi,1857,2106,1981
2024-09-08,Mustard,Dhanbad Mandi,1304,1744,1524
2024-09-08,Soybean,Dhanbad Mandi,2045,2523,2284
2024-09-08,Pulses,Dhanbad Mandi,1607,1890,1748
2024-09-08,Potato,Dhanbad Mandi,1150,1466,1308
2024-09-08,Wheat,Bokaro Mandi,1409,1610,1509
2024-09-08,Rice,Bokaro Mandi,2201,2502,2351
2024-09-08,Maize,Bokaro Mandi,1162,1477,1319
2024-09-08,Bajra,Bokaro Mandi,1543,1917,1730
2024-09-08,Sugarcane,Bokaro Mandi,1856,2186,2021
2024-09-08,Cotton,Bokaro Mandi,1609,1911,1760
2024-09-08,Barley,Bokaro Mandi,1000,1405,1202
2024-09-08,Groundnut,Bokaro Mandi,2041,2397,2219
2024-09-08,Mustard,Bokaro Mandi,1061,1262,1161
2024-09-08,Soybean,Bokaro Mandi,2275,2429,2352
2024-09-08,Pulses,Bokaro Mandi,1950,2271,2110
2024-09-08,Potato,Bokaro Mandi,1727,2222,1974
2024-09-08,Wheat,Hazaribagh Mandi,1108,1376,1242
2024-09-08,Rice,Hazaribagh Mandi,1070,1374,1222
2024-09-08,Maize,Hazaribagh Mandi,1230,1497,1363
2024-09-08,Bajra,Hazaribagh Mandi,1946,2213,2079
2024-09-08,Sugarcane,Hazaribagh Mandi,1844,2126,1985
2024-09-08,Cotton,Hazaribagh Mandi,1537,1924,1730
2024-09-08,Barley,Hazaribagh Mandi,2436,2836,2636
2024-09-08,Groundnut,Hazaribagh Mandi,2443,2713,2578
2024-09-08,Mustard,Hazaribagh Mandi,1521,1841,1681
2024-09-08,Soybean,Hazaribagh Mandi,2129,2607,2368
2024-09-08,Pulses,Hazaribagh Mandi,1667,1903,1785
2024-09-08,Potato,Hazaribagh Mandi,1690,1854,1772
2024-09-08,Wheat,Jamshedpur Mandi,1438,1748,1593
2024-09-08,Rice,Jamshedpur Mandi,1283,1504,1393
2024-09-08,Maize,Jamshedpur Mandi,1428,1707,1567
2024-09-08,Bajra,Jamshedpur Mandi,1863,2175,2019
2024-09-08,Sugarcane,Jamshedpur Mandi,1308,1596,1452
2024-09-08,Cotton,Jamshedpur Mandi,1665,1958,1811
2024-09-08,Barley,Jamshedpur Mandi,1401,1827,1614
2024-09-08,Groundnut,Jamshedpur Mandi,2466,2945,2705
2024-09-08,Mustard,Jamshedpur Mandi,1645,1804,1724
2024-09-08,Soybean,Jamshedpur Mandi,1092,1458,1275
2024-09-08,Pulses,Jamshedpur Mandi,2089,2380,2234
2024-09-08,Potato,Jamshedpur Mandi,1736,2105,1920
2024-09-09,Wheat,Ranchi Mandi,1119,1289,1204
2024-09-09,Rice,Ranchi Mandi,2077,2424,2250
2024-09-09,Maize,Ranchi Mandi,1930,2241,2085
2024-09-09,Bajra,Ranchi Mandi,1987,2466,2226
2024-09-09,Sugarcane,Ranchi Mandi,1850,2278,2064
2024-09-09,Cotton,Ranchi Mandi,2398,2599,2498
2024-09-09,Barley,Ranchi Mandi,1792,2042,1917
2024-09-09,Groundnut,Ranchi Mandi,1785,1959,1872
2024-09-09,Mustard,Ranchi Mandi,1118,1459,1288
2024-09-09,Soybean,Ranchi Mandi,1336,1686,1511
2024-09-09,Pulses,Ranchi Mandi,1219,1454,1336
2024-09-09,Potato,Ranchi Mandi,2173,2624,2398
2024-09-09,Wheat,Dhanbad Mandi,1926,2310,2118
2024-09-09,Rice,Dhanbad Mandi,1405,1640,1522
2024-09-09,Maize,Dhanbad Mandi,1725,2127,1926
2024-09-09,Bajra,Dhanbad Mandi,1606,1996,1801
2024-09-09,Sugarcane,Dhanbad Mandi,1146,1489,1317
2024-09-09,Cotton,Dhanbad Mandi,1560,1773,1666
2024-09-09,Barley,Dhanbad Mandi,1436,1760,1598
2024-09-09,Groundnut,Dhanbad Mandi,1468,1734,1601
2024-09-09,Mustard,Dhanbad Mandi,1573,1797,1685
2024-09-09,Soybean,Dhanbad Mandi,2012,2318,2165
2024-09-09,Pulses,Dhanbad Mandi,1497,1992,1744
2024-09-09,Potato,Dhanbad Mandi,1102,1564,1333
2024-09-09,Wheat,Bokaro Mandi,2080,2358,2219
2024-09-09,Rice,Bokaro Mandi,1916,2201,2058
2024-09-09,Maize,Bokaro Mandi,2343,2618,2480
2024-09-09,Bajra,Bokaro Mandi,2396,2607,2501
2024-09-09,Sugarcane,Bokaro Mandi,1081,1379,1230
2024-09-09,Cotton,Bokaro Mandi,2361,2563,2462
2024-09-09,Barley,Bokaro Mandi,2365,2865,2615
2024-09-09,Groundnut,Bokaro Mandi,1409,1773,1591
2024-09-09,Mustard,Bokaro Mandi,2310,2709,2509
2024-09-09,Soybean,Bokaro Mandi,1533,1814,1673
2024-09-09,Pulses,Bokaro Mandi,2070,2298,2184
2024-09-09,Potato,Bokaro Mandi,2263,2643,2453
2024-09-09,Wheat,Hazaribagh Mandi,1464,1891,1677
2024-09-09,Rice,Hazaribagh Mandi,1931,2122,2026
2024-09-09,Maize,Hazaribagh Mandi,1521,1830,1675
2024-09-09,Bajra,Hazaribagh Mandi,2327,2817,2572
2024-09-09,Sugarcane,Hazaribagh Mandi,1242,1465,1353
2024-09-09,Cotton,Hazaribagh Mandi,1286,1498,1392
2024-09-09,Barley,Hazaribagh Mandi,2311,2785,2548
2024-09-09,Groundnut,Hazaribagh Mandi,1535,1994,1764
2024-09-09,Mustard,Hazaribagh Mandi,1473,1655,1564
2024-09-09,Soybean,Hazaribagh Mandi,1018,1512,1265
2024-09-09,Pulses,Hazaribagh Mandi,1546,1976,1761
2024-09-09,Potato,Hazaribagh Mandi,2451,2647,2549
2024-09-09,Wheat,Jamshedpur Mandi,2142,2409,2275
2024-09-09,Rice,Jamshedpur Mandi,1775,2137,1956
2024-09-09,Maize,Jamshedpur Mandi,1653,1851,1752
2024-09-09,Bajra,Jamshedpur Mandi,2436,2892,2664
2024-09-09,Sugarcane,Jamshedpur Mandi,1810,2004,1907
2024-09-09,Cotton,Jamshedpur Mandi,1171,1578,1374
2024-09-09,Barley,Jamshedpur Mandi,1139,1524,1331
2024-09-09,Groundnut,Jamshedpur Mandi,1752,2246,1999
2024-09-09,Mustard,Jamshedpur Mandi,1925,2358,2141
2024-09-09,Soybean,Jamshedpur Mandi,1061,1386,1223
2024-09-09,Pulses,Jamshedpur Mandi,1270,1497,1383
2024-09-09,Potato,Jamshedpur Mandi,2394,2873,2633
2024-09-10,Wheat,Ranchi Mandi,1583,2004,1793
2024-09-10,Rice,Ranchi Mandi,1581,2022,1801
2024-09-10,Maize,Ranchi Mandi,1135,1464,1299
2024-09-10,Bajra,Ranchi Mandi,1467,1672,1569
2024-09-10,Sugarcane,Ranchi Mandi,2471,2922,2696
2024-09-10,Cotton,Ranchi Mandi,2119,2441,2280
2024-09-10,Barley,Ranchi Mandi,1001,1426,1213
2024-09-10,Groundnut,Ranchi Mandi,1324,1661,1492
2024-09-10,Mustard,Ranchi Mandi,1013,1185,1099
2024-09-10,Soybean,Ranchi Mandi,1472,1751,1611
2024-09-10,Pulses,Ranchi Mandi,1584,2083,1833
2024-09-10,Potato,Ranchi Mandi,2450,2949,2699
2024-09-10,Wheat,Dhanbad Mandi,2458,2796,2627
2024-09-10,Rice,Dhanbad Mandi,1789,2153,1971
2024-09-10,Maize,Dhanbad Mandi,2280,2669,2474
2024-09-10,Bajra,Dhanbad Mandi,1009,1455,1232
2024-09-10,Sugarcane,Dhanbad Mandi,1281,1445,1363
2024-09-10,Cotton,Dhanbad Mandi,2227,2568,2397
2024-09-10,Barley,Dhanbad Mandi,2303,2559,2431
2024-09-10,Groundnut,Dhanbad Mandi,2477,2730,2603
2024-09-10,Mustard,Dhanbad Mandi,1138,1461,1299
2024-09-10,Soybean,Dhanbad Mandi,1392,1889,1640
2024-09-10,Pulses,Dhanbad Mandi,1418,1911,1664
2024-09-10,Potato,Dhanbad Mandi,1165,1608,1386
2024-09-10,Wheat,Bokaro Mandi,1070,1478,1274
2024-09-10,Rice,Bokaro Mandi,1382,1680,1531
2024-09-10,Maize,Bokaro Mandi,1204,1394,1299
2024-09-10,Bajra,Bokaro Mandi,2166,2641,2403
2024-09-10,Sugarcane,Bokaro Mandi,2324,2607,2465
2024-09-10,Cotton,Bokaro Mandi,2036,2204,2120
2024-09-10,Barley,Bokaro Mandi,2087,2441,2264
2024-09-10,Groundnut,Bokaro Mandi,2176,2475,2325
2024-09-10,Mustard,Bokaro Mandi,1056,1403,1229
2024-09-10,Soybean,Bokaro Mandi,1427,1592,1509
2024-09-10,Pulses,Bokaro Mandi,1282,1545,1413
2024-09-10,Potato,Bokaro Mandi,1572,2062,1817
2024-09-10,Wheat,Hazaribagh Mandi,1099,1549,1324
2024-09-10,Rice,Hazaribagh Mandi,1610,1865,1737
2024-09-10,Maize,Hazaribagh Mandi,1263,1531,1397
2024-09-10,Bajra,Hazaribagh Mandi,2396,2811,2603
2024-09-10,Sugarcane,Hazaribagh Mandi,2300,2759,2529
2024-09-10,Cotton,Hazaribagh Mandi,2277,2558,2417
2024-09-10,Barley,Hazaribagh Mandi,2291,2571,2431
2024-09-10,Groundnut,Hazaribagh Mandi,2178,2463,2320
2024-09-10,Mustard,Hazaribagh Mandi,2009,2334,2171
2024-09-10,Soybean,Hazaribagh Mandi,1375,1829,1602
2024-09-10,Pulses,Hazaribagh Mandi,2497,2790,2643
2024-09-10,Potato,Hazaribagh Mandi,1300,1776,1538
2024-09-10,Wheat,Jamshedpur Mandi,1691,2108,1899
2024-09-10,Rice,Jamshedpur Mandi,1786,1958,1872
2024-09-10,Maize,Jamshedpur Mandi,1214,1588,1401
2024-09-10,Bajra,Jamshedpur Mandi,1478,1689,1583
2024-09-10,Sugarcane,Jamshedpur Mandi,1943,2430,2186
2024-09-10,Cotton,Jamshedpur Mandi,1120,1469,1294
2024-09-10,Barley,Jamshedpur Mandi,2094,2358,2226
2024-09-10,Groundnut,Jamshedpur Mandi,1813,2291,2052
2024-09-10,Mustard,Jamshedpur Mandi,2386,2884,2635
2024-09-10,Soybean,Jamshedpur Mandi,2233,2565,2399
2024-09-10,Pulses,Jamshedpur Mandi,1116,1337,1226
2024-09-10,Potato,Jamshedpur Mandi,2174,2477,2325
2024-09-11,Wheat,Ranchi Mandi,1747,1993,1870
2024-09-11,Rice,Ranchi Mandi,1875,2196,2035
2024-09-11,Maize,Ranchi Mandi,1512,1909,1710
2024-09-11,Bajra,Ranchi Mandi,1797,1955,1876
2024-09-11,Sugarcane,Ranchi Mandi,1139,1494,1316
2024-09-11,Cotton,Ranchi Mandi,1773,2055,1914
2024-09-11,Barley,Ranchi Mandi,1896,2059,1977
2024-09-11,Groundnut,Ranchi Mandi,1255,1729,1492
2024-09-11,Mustard,Ranchi Mandi,2255,2482,2368
2024-09-11,Soybean,Ranchi Mandi,1097,1414,1255
2024-09-11,Pulses,Ranchi Mandi,1250,1502,1376
2024-09-11,Potato,Ranchi Mandi,1855,2158,2006
2024-09-11,Wheat,Dhanbad Mandi,1081,1292,1186
2024-09-11,Rice,Dhanbad Mandi,1095,1271,1183
2024-09-11,Maize,Dhanbad Mandi,1298,1508,1403
2024-09-11,Bajra,Dhanbad Mandi,1442,1832,1637
2024-09-11,Sugarcane,Dhanbad Mandi,1480,1852,1666
2024-09-11,Cotton,Dhanbad Mandi,1397,1580,1488
2024-09-11,Barley,Dhanbad Mandi,1826,2032,1929
2024-09-11,Groundnut,Dhanbad Mandi,1131,1601,1366
2024-09-11,Mustard,Dhanbad Mandi,2273,2465,2369
2024-09-11,Soybean,Dhanbad Mandi,2036,2409,2222
2024-09-11,Pulses,Dhanbad Mandi,1704,1973,1838
2024-09-11,Potato,Dhanbad Mandi,2402,2661,2531
2024-09-11,Wheat,Bokaro Mandi,2168,2652,2410
2024-09-11,Rice,Bokaro Mandi,1091,1565,1328
2024-09-11,Maize,Bokaro Mandi,1460,1925,1692
2024-09-11,Bajra,Bokaro Mandi,1028,1208,1118
2024-09-11,Sugarcane,Bokaro Mandi,1550,1864,1707
2024-09-11,Cotton,Bokaro Mandi,1631,1882,1756
2024-09-11,Barley,Bokaro Mandi,2379,2646,2512
2024-09-11,Groundnut,Bokaro Mandi,1557,2021,1789
2024-09-11,Mustard,Bokaro Mandi,1750,1998,1874
2024-09-11,Soybean,Bokaro Mandi,1376,1678,1527
2024-09-11,Pulses,Bokaro Mandi,2156,2345,2250
2024-09-11,Potato,Bokaro Mandi,1843,2162,2002
2024-09-11,Wheat,Hazaribagh Mandi,2397,2603,2500
2024-09-11,Rice,Hazaribagh Mandi,1346,1650,1498
2024-09-11,Maize,Hazaribagh Mandi,2450,2679,2564
2024-09-11,Bajra,Hazaribagh Mandi,2427,2786,2606
2024-09-11,Sugarcane,Hazaribagh Mandi,1966,2423,2194
2024-09-11,Cotton,Hazaribagh Mandi,1232,1452,1342
2024-09-11,Barley,Hazaribagh Mandi,2351,2758,2554
2024-09-11,Groundnut,Hazaribagh Mandi,1524,2007,1765
2024-09-11,Mustard,Hazaribagh Mandi,1542,1768,1655
2024-09-11,Soybean,Hazaribagh Mandi,1605,1887,1746
2024-09-11,Pulses,Hazaribagh Mandi,1628,2019,1823
2024-09-11,Potato,Hazaribagh Mandi,1054,1366,1210
2024-09-11,Wheat,Jamshedpur Mandi,1502,1822,1662
2024-09-11,Rice,Jamshedpur Mandi,1286,1465,1375
2024-09-11,Maize,Jamshedpur Mandi,1162,1337,1249
2024-09-11,Bajra,Jamshedpur Mandi,2385,2740,2562
2024-09-11,Sugarcane,Jamshedpur Mandi,2151,2538,2344
2024-09-11,Cotton,Jamshedpur Mandi,1750,2108,1929
2024-09-11,Barley,Jamshedpur Mandi,2177,2479,2328
2024-09-11,Groundnut,Jamshedpur Mandi,2160,2310,2235
2024-09-11,Mustard,Jamshedpur Mandi,1666,1961,1813
2024-09-11,Soybean,Jamshedpur Mandi,1787,2067,1927
2024-09-11,Pulses,Jamshedpur Mandi,1798,1974,1886
2024-09-11,Potato,Jamshedpur Mandi,1321,1536,1428
2024-09-12,Wheat,Ranchi Mandi,1088,1336,1212
2024-09-12,Rice,Ranchi Mandi,2256,2449,2352
2024-09-12,Maize,Ranchi Mandi,1148,1386,1267
2024-09-12,Bajra,Ranchi Mandi,2482,2708,2595
2024-09-12,Sugarcane,Ranchi Mandi,1197,1525,1361
2024-09-12,Cotton,Ranchi Mandi,1061,1524,1292
2024-09-12,Barley,Ranchi Mandi,1075,1405,1240
2024-09-12,Groundnut,Ranchi Mandi,1416,1800,1608
2024-09-12,Mustard,Ranchi Mandi,1125,1568,1346
2024-09-12,Soybean,Ranchi Mandi,1632,1855,1743
2024-09-12,Pulses,Ranchi Mandi,2437,2889,2663
2024-09-12,Potato,Ranchi Mandi,1908,2391,2149
2024-09-12,Wheat,Dhanbad Mandi,1561,1782,1671
2024-09-12,Rice,Dhanbad Mandi,2259,2548,2403
2024-09-12,Maize,Dhanbad Mandi,2491,2975,2733
2024-09-12,Bajra,Dhanbad Mandi,2317,2584,2450
2024-09-12,Sugarcane,Dhanbad Mandi,1745,2154,1949
2024-09-12,Cotton,Dhanbad Mandi,1251,1444,1347
2024-09-12,Barley,Dhanbad Mandi,2243,2418,2330
2024-09-12,Groundnut,Dhanbad Mandi,1399,1631,1515
2024-09-12,Mustard,Dhanbad Mandi,1401,1733,1567
2024-09-12,Soybean,Dhanbad Mandi,1071,1516,1293
2024-09-12,Pulses,Dhanbad Mandi,1744,1930,1837
2024-09-12,Potato,Dhanbad Mandi,2441,2936,2688
2024-09-12,Wheat,Bokaro Mandi,2199,2662,2430
2024-09-12,Rice,Bokaro Mandi,2203,2511,2357
2024-09-12,Maize,Bokaro Mandi,1991,2346,2168
2024-09-12,Bajra,Bokaro Mandi,1823,2153,1988
2024-09-12,Sugarcane,Bokaro Mandi,1337,1724,1530
2024-09-12,Cotton,Bokaro Mandi,1722,2119,1920
2024-09-12,Barley,Bokaro Mandi,1973,2278,2125
2024-09-12,Groundnut,Bokaro Mandi,1506,1795,1650
2024-09-12,Mustard,Bokaro Mandi,1188,1484,1336
2024-09-12,Soybean,Bokaro Mandi,1677,1974,1825
2024-09-12,Pulses,Bokaro Mandi,1261,1517,1389
2024-09-12,Potato,Bokaro Mandi,1279,1645,1462
2024-09-12,Wheat,Hazaribagh Mandi,2186,2478,2332
2024-09-12,Rice,Hazaribagh Mandi,2335,2582,2458
2024-09-12,Maize,Hazaribagh Mandi,1653,1972,1812
2024-09-12,Bajra,Hazaribagh Mandi,1891,2302,2096
2024-09-12,Sugarcane,Hazaribagh Mandi,1294,1631,1462
2024-09-12,Cotton,Hazaribagh Mandi,1413,1750,1581
2024-09-12,Barley,Hazaribagh Mandi,2033,2288,2160
2024-09-12,Groundnut,Hazaribagh Mandi,2330,2722,2526
2024-09-12,Mustard,Hazaribagh Mandi,2040,2244,2142
2024-09-12,Soybean,Hazaribagh Mandi,1105,1297,1201
2024-09-12,Pulses,Hazaribagh Mandi,2207,2562,2384
2024-09-12,Potato,Hazaribagh Mandi,2063,2544,2303
2024-09-12,Wheat,Jamshedpur Mandi,2376,2626,2501
2024-09-12,Rice,Jamshedpur Mandi,1730,2152,1941
2024-09-12,Maize,Jamshedpur Mandi,1529,2008,1768
2024-09-12,Bajra,Jamshedpur Mandi,1270,1616,1443
2024-09-12,Sugarcane,Jamshedpur Mandi,1515,1925,1720
2024-09-12,Cotton,Jamshedpur Mandi,2135,2291,2213
2024-09-12,Barley,Jamshedpur Mandi,2018,2414,2216
2024-09-12,Groundnut,Jamshedpur Mandi,2167,2532,2349
2024-09-12,Mustard,Jamshedpur Mandi,1034,1474,1254
2024-09-12,Soybean,Jamshedpur Mandi,1027,1312,1169
2024-09-12,Pulses,Jamshedpur Mandi,2012,2445,2228
2024-09-12,Potato,Jamshedpur Mandi,2246,2432,2339
2024-09-13,Wheat,Ranchi Mandi,1247,1558,1402
2024-09-13,Rice,Ranchi Mandi,1055,1293,1174
2024-09-13,Maize,Ranchi Mandi,1890,2330,2110
2024-09-13,Bajra,Ranchi Mandi,1789,2084,1936
2024-09-13,Sugarcane,Ranchi Mandi,2318,2656,2487
2024-09-13,Cotton,Ranchi Mandi,2150,2418,2284
2024-09-13,Barley,Ranchi Mandi,1240,1395,1317
2024-09-13,Groundnut,Ranchi Mandi,1569,1809,1689
2024-09-13,Mustard,Ranchi Mandi,1587,1903,1745
2024-09-13,Soybean,Ranchi Mandi,2381,2693,2537
2024-09-13,Pulses,Ranchi Mandi,1121,1515,1318
2024-09-13,Potato,Ranchi Mandi,2003,2380,2191
2024-09-13,Wheat,Dhanbad Mandi,2160,2333,2246
2024-09-13,Rice,Dhanbad Mandi,1750,2152,1951
2024-09-13,Maize,Dhanbad Mandi,2397,2690,2543
2024-09-13,Bajra,Dhanbad Mandi,1707,1879,1793
2024-09-13,Sugarcane,Dhanbad Mandi,1450,1925,1687
2024-09-13,Cotton,Dhanbad Mandi,1674,1836,1755
2024-09-13,Barley,Dhanbad Mandi,1276,1624,1450
2024-09-13,Groundnut,Dhanbad Mandi,2189,2462,2325
2024-09-13,Mustard,Dhanbad Mandi,1082,1385,1233
2024-09-13,Soybean,Dhanbad Mandi,1436,1759,1597
2024-09-13,Pulses,Dhanbad Mandi,2266,2725,2495
2024-09-13,Potato,Dhanbad Mandi,2394,2582,2488
2024-09-13,Wheat,Bokaro Mandi,2061,2435,2248
2024-09-13,Rice,Bokaro Mandi,2319,2652,2485
2024-09-13,Maize,Bokaro Mandi,1456,1887,1671
2024-09-13,Bajra,Bokaro Mandi,1599,1766,1682
2024-09-13,Sugarcane,Bokaro Mandi,2232,2670,2451
2024-09-13,Cotton,Bokaro Mandi,1203,1487,1345
2024-09-13,Barley,Bokaro Mandi,1695,2094,1894
2024-09-13,Groundnut,Bokaro Mandi,1249,1513,1381
2024-09-13,Mustard,Bokaro Mandi,1590,1905,1747
2024-09-13,Soybean,Bokaro Mandi,1272,1536,1404
2024-09-13,Pulses,Bokaro Mandi,1407,1761,1584
2024-09-13,Potato,Bokaro Mandi,2166,2369,2267
2024-09-13,Wheat,Hazaribagh Mandi,1415,1802,1608
2024-09-13,Rice,Hazaribagh Mandi,2224,2660,2442
2024-09-13,Maize,Hazaribagh Mandi,1998,2297,2147
2024-09-13,Bajra,Hazaribagh Mandi,1293,1699,1496
2024-09-13,Sugarcane,Hazaribagh Mandi,1894,2327,2110
2024-09-13,Cotton,Hazaribagh Mandi,1591,2044,1817
2024-09-13,Barley,Hazaribagh Mandi,1331,1543,1437
2024-09-13,Groundnut,Hazaribagh Mandi,1703,2055,1879
2024-09-13,Mustard,Hazaribagh Mandi,2205,2499,2352
2024-09-13,Soybean,Hazaribagh Mandi,1319,1671,1495
2024-09-13,Pulses,Hazaribagh Mandi,1517,1987,1752
2024-09-13,Potato,Hazaribagh Mandi,1935,2202,2068
2024-09-13,Wheat,Jamshedpur Mandi,1152,1359,1255
2024-09-13,Rice,Jamshedpur Mandi,1611,1958,1784
2024-09-13,Maize,Jamshedpur Mandi,1837,2203,2020
2024-09-13,Bajra,Jamshedpur Mandi,1202,1531,1366
2024-09-13,Sugarcane,Jamshedpur Mandi,1401,1876,1638
2024-09-13,Cotton,Jamshedpur Mandi,2077,2270,2173
2024-09-13,Barley,Jamshedpur Mandi,2198,2361,2279
2024-09-13,Groundnut,Jamshedpur Mandi,2336,2727,2531
2024-09-13,Mustard,Jamshedpur Mandi,2199,2479,2339
2024-09-13,Soybean,Jamshedpur Mandi,1647,2121,1884
2024-09-13,Pulses,Jamshedpur Mandi,1643,1966,1804
2024-09-13,Potato,Jamshedpur Mandi,1532,1808,1670
2024-09-14,Wheat,Ranchi Mandi,2160,2591,2375
2024-09-14,Rice,Ranchi Mandi,1013,1265,1139
2024-09-14,Maize,Ranchi Mandi,1432,1602,1517
2024-09-14,Bajra,Ranchi Mandi,2499,2834,2666
2024-09-14,Sugarcane,Ranchi Mandi,2322,2726,2524
2024-09-14,Cotton,Ranchi Mandi,1987,2166,2076
2024-09-14,Barley,Ranchi Mandi,1980,2298,2139
2024-09-14,Groundnut,Ranchi Mandi,2080,2429,2254
